track,member_index,draw_index,role,simulator_seed
7d,2,47,primary,14473270
7d,2,48,primary,14577999
7d,2,49,primary,14682728
7d,2,50,primary,14787457
7d,2,51,primary,14892186
7d,2,52,primary,14996915
7d,2,53,primary,15101644
7d,2,54,primary,15206373
7d,2,55,primary,15311102
7d,2,56,primary,15415831
7d,2,57,primary,15520560
7d,2,58,primary,15625289
7d,2,59,primary,15730018
7d,2,60,primary,15834747
7d,2,61,primary,15939476
7d,2,62,primary,16044205
7d,2,63,primary,16148934
7d,2,64,primary,16253663
7d,2,65,primary,16358392
7d,2,66,primary,16463121
7d,2,67,primary,16567850
7d,2,68,primary,16672579
7d,2,69,primary,16777308
7d,2,70,primary,16882037
7d,2,71,primary,16986766
7d,2,72,primary,17091495
7d,2,73,primary,17196224
7d,2,74,primary,17300953
7d,2,75,primary,17405682
7d,2,76,primary,17510411
7d,2,77,primary,17615140
7d,2,78,primary,17719869
7d,2,79,primary,17824598
7d,2,80,primary,17929327
7d,2,81,primary,18034056
7d,2,82,primary,18138785
7d,2,83,primary,18243514
7d,2,84,primary,18348243
7d,2,85,primary,18452972
7d,2,86,primary,18557701
7d,2,87,primary,18662430
7d,2,88,primary,18767159
7d,2,89,primary,18871888
7d,2,90,primary,18976617
7d,2,91,primary,19081346
7d,2,92,primary,19186075
7d,2,93,primary,19290804
7d,2,94,primary,19395533
7d,2,95,primary,19500262
7d,2,96,primary,19604991
7d,2,97,primary,19709720
7d,2,98,primary,19814449
7d,2,99,primary,19919178
7d,2,100,primary,20023907
7d,2,101,primary,20128636
7d,2,102,primary,20233365
7d,2,103,primary,20338094
7d,2,104,primary,20442823
7d,2,105,primary,20547552
7d,2,106,primary,20652281
7d,2,107,primary,20757010
7d,2,108,primary,20861739
7d,2,109,primary,20966468
7d,2,110,primary,21071197
7d,2,111,primary,21175926
7d,2,112,primary,21280655
7d,2,113,primary,21385384
7d,2,114,primary,21490113
7d,2,115,primary,21594842
7d,2,116,primary,21699571
7d,2,117,primary,21804300
7d,2,118,primary,21909029
7d,2,119,primary,22013758
7d,2,120,primary,22118487
7d,2,121,primary,22223216
7d,2,122,primary,22327945
7d,2,123,primary,22432674
7d,2,124,primary,22537403
7d,2,125,primary,22642132
7d,2,126,primary,22746861
7d,2,127,primary,22851590
7d,2,128,primary,22956319
7d,2,129,primary,23061048
7d,2,130,primary,23165777
7d,2,131,primary,23270506
7d,2,132,primary,23375235
7d,2,133,primary,23479964
7d,2,134,primary,23584693
7d,2,135,primary,23689422
7d,2,136,primary,23794151
7d,2,137,primary,23898880
7d,2,138,primary,24003609
7d,2,139,primary,24108338
7d,2,140,primary,24213067
7d,2,141,primary,24317796
7d,2,142,primary,24422525
7d,2,143,primary,24527254
7d,2,144,primary,24631983
7d,2,145,primary,24736712
7d,2,146,primary,24841441
7d,2,147,primary,24946170
7d,2,148,primary,25050899
7d,2,149,primary,25155628
7d,2,150,primary,25260357
7d,2,151,primary,25365086
7d,2,152,primary,25469815
7d,2,153,primary,25574544
7d,2,154,primary,25679273
7d,2,155,primary,25784002
7d,2,156,primary,25888731
7d,2,157,primary,25993460
7d,2,158,primary,26098189
7d,2,159,primary,26202918
7d,2,160,primary,26307647
7d,2,161,primary,26412376
7d,2,162,primary,26517105
7d,2,163,primary,26621834
7d,2,164,primary,26726563
7d,2,165,primary,26831292
7d,2,166,primary,26936021
7d,2,167,primary,27040750
7d,2,168,primary,27145479
7d,2,169,primary,27250208
7d,2,170,primary,27354937
7d,2,171,primary,27459666
7d,2,172,primary,27564395
7d,2,173,primary,27669124
7d,2,174,primary,27773853
7d,2,175,primary,27878582
7d,2,176,primary,27983311
7d,2,177,primary,28088040
7d,2,178,primary,28192769
7d,2,179,primary,28297498
7d,2,180,primary,28402227
7d,2,181,primary,28506956
7d,2,182,primary,28611685
7d,2,183,primary,28716414
7d,2,184,primary,28821143
7d,2,185,primary,28925872
7d,2,186,primary,29030601
7d,2,187,primary,29135330
7d,2,188,primary,29240059
7d,2,189,primary,29344788
7d,2,190,primary,29449517
7d,2,191,primary,29554246
7d,2,192,primary,29658975
7d,2,193,primary,29763704
7d,2,194,primary,29868433
7d,2,195,primary,29973162
7d,2,196,primary,30077891
7d,2,197,primary,30182620
7d,2,198,primary,30287349
7d,2,199,primary,30392078
7d,2,200,primary,30496807
7d,2,201,primary,30601536
7d,2,202,primary,30706265
7d,2,203,primary,30810994
7d,2,204,primary,30915723
7d,2,205,primary,31020452
7d,2,206,primary,31125181
7d,2,207,primary,31229910
7d,2,208,primary,31334639
7d,2,209,primary,31439368
7d,2,210,primary,31544097
7d,2,211,primary,31648826
7d,2,212,primary,31753555
7d,2,213,primary,31858284
7d,2,214,primary,31963013
7d,2,215,primary,32067742
7d,2,216,primary,32172471
7d,2,217,primary,32277200
7d,2,218,primary,32381929
7d,2,219,primary,32486658
7d,2,220,primary,32591387
7d,2,221,primary,32696116
7d,2,222,primary,32800845
7d,2,223,primary,32905574
7d,2,224,primary,33010303
7d,2,225,primary,33115032
7d,2,226,primary,33219761
7d,2,227,primary,33324490
7d,2,228,primary,33429219
7d,2,229,primary,33533948
7d,2,230,primary,33638677
7d,2,231,primary,33743406
7d,2,232,primary,33848135
7d,2,233,primary,33952864
7d,2,234,primary,34057593
7d,2,235,primary,34162322
7d,2,236,primary,34267051
7d,2,237,primary,34371780
7d,2,238,primary,34476509
7d,2,239,primary,34581238
7d,2,240,primary,34685967
7d,2,241,primary,34790696
7d,2,242,primary,34895425
7d,2,243,primary,35000154
7d,2,244,primary,35104883
7d,2,245,primary,35209612
7d,2,246,primary,35314341
7d,2,247,primary,35419070
7d,2,248,primary,35523799
7d,2,249,primary,35628528
7d,2,250,primary,35733257
7d,2,251,primary,35837986
7d,2,252,primary,35942715
7d,2,253,primary,36047444
7d,2,254,primary,36152173
7d,2,255,primary,36256902
7d,2,256,reserve,36361631
7d,2,257,reserve,36466360
7d,2,258,reserve,36571089
7d,2,259,reserve,36675818
7d,2,260,reserve,36780547
7d,2,261,reserve,36885276
7d,2,262,reserve,36990005
7d,2,263,reserve,37094734
7d,2,264,reserve,37199463
7d,2,265,reserve,37304192
7d,2,266,reserve,37408921
7d,2,267,reserve,37513650
7d,2,268,reserve,37618379
7d,2,269,reserve,37723108
7d,2,270,reserve,37827837
7d,2,271,reserve,37932566
7d,2,272,reserve,38037295
7d,2,273,reserve,38142024
7d,2,274,reserve,38246753
7d,2,275,reserve,38351482
7d,2,276,reserve,38456211
7d,2,277,reserve,38560940
7d,2,278,reserve,38665669
7d,2,279,reserve,38770398
7d,2,280,reserve,38875127
7d,2,281,reserve,38979856
7d,2,282,reserve,39084585
7d,2,283,reserve,39189314
7d,2,284,reserve,39294043
7d,2,285,reserve,39398772
7d,2,286,reserve,39503501
7d,2,287,reserve,39608230
7d,2,288,reserve,39712959
7d,2,289,reserve,39817688
7d,2,290,reserve,39922417
7d,2,291,reserve,40027146
7d,2,292,reserve,40131875
7d,2,293,reserve,40236604
7d,2,294,reserve,40341333
7d,2,295,reserve,40446062
7d,2,296,reserve,40550791
7d,2,297,reserve,40655520
7d,2,298,reserve,40760249
7d,2,299,reserve,40864978
7d,2,300,reserve,40969707
7d,2,301,reserve,41074436
7d,2,302,reserve,41179165
7d,2,303,reserve,41283894
7d,2,304,reserve,41388623
7d,2,305,reserve,41493352
7d,2,306,reserve,41598081
7d,2,307,reserve,41702810
7d,2,308,reserve,41807539
7d,2,309,reserve,41912268
7d,2,310,reserve,42016997
7d,2,311,reserve,42121726
7d,2,312,reserve,42226455
7d,2,313,reserve,42331184
7d,2,314,reserve,42435913
7d,2,315,reserve,42540642
7d,2,316,reserve,42645371
7d,2,317,reserve,42750100
7d,2,318,reserve,42854829
7d,2,319,reserve,42959558
7d,3,0,primary,9651010
7d,3,1,primary,9755739
7d,3,2,primary,9860468
7d,3,3,primary,9965197
7d,3,4,primary,10069926
7d,3,5,primary,10174655
7d,3,6,primary,10279384
7d,3,7,primary,10384113
7d,3,8,primary,10488842
7d,3,9,primary,10593571
7d,3,10,primary,10698300
7d,3,11,primary,10803029
7d,3,12,primary,10907758
7d,3,13,primary,11012487
7d,3,14,primary,11117216
7d,3,15,primary,11221945
7d,3,16,primary,11326674
7d,3,17,primary,11431403
7d,3,18,primary,11536132
7d,3,19,primary,11640861
7d,3,20,primary,11745590
7d,3,21,primary,11850319
7d,3,22,primary,11955048
7d,3,23,primary,12059777
7d,3,24,primary,12164506
7d,3,25,primary,12269235
7d,3,26,primary,12373964
7d,3,27,primary,12478693
7d,3,28,primary,12583422
7d,3,29,primary,12688151
7d,3,30,primary,12792880
7d,3,31,primary,12897609
7d,3,32,primary,13002338
7d,3,33,primary,13107067
7d,3,34,primary,13211796
7d,3,35,primary,13316525
7d,3,36,primary,13421254
7d,3,37,primary,13525983
7d,3,38,primary,13630712
7d,3,39,primary,13735441
7d,3,40,primary,13840170
7d,3,41,primary,13944899
7d,3,42,primary,14049628
7d,3,43,primary,14154357
7d,3,44,primary,14259086
7d,3,45,primary,14363815
7d,3,46,primary,14468544
7d,3,47,primary,14573273
7d,3,48,primary,14678002
7d,3,49,primary,14782731
7d,3,50,primary,14887460
7d,3,51,primary,14992189
7d,3,52,primary,15096918
7d,3,53,primary,15201647
7d,3,54,primary,15306376
7d,3,55,primary,15411105
7d,3,56,primary,15515834
7d,3,57,primary,15620563
7d,3,58,primary,15725292
7d,3,59,primary,15830021
7d,3,60,primary,15934750
7d,3,61,primary,16039479
7d,3,62,primary,16144208
7d,3,63,primary,16248937
7d,3,64,primary,16353666
7d,3,65,primary,16458395
7d,3,66,primary,16563124
7d,3,67,primary,16667853
7d,3,68,primary,16772582
7d,3,69,primary,16877311
7d,3,70,primary,16982040
7d,3,71,primary,17086769
7d,3,72,primary,17191498
7d,3,73,primary,17296227
7d,3,74,primary,17400956
7d,3,75,primary,17505685
7d,3,76,primary,17610414
7d,3,77,primary,17715143
7d,3,78,primary,17819872
7d,3,79,primary,17924601
7d,3,80,primary,18029330
7d,3,81,primary,18134059
7d,3,82,primary,18238788
7d,3,83,primary,18343517
7d,3,84,primary,18448246
7d,3,85,primary,18552975
7d,3,86,primary,18657704
7d,3,87,primary,18762433
7d,3,88,primary,18867162
7d,3,89,primary,18971891
7d,3,90,primary,19076620
7d,3,91,primary,19181349
7d,3,92,primary,19286078
7d,3,93,primary,19390807
7d,3,94,primary,19495536
7d,3,95,primary,19600265
7d,3,96,primary,19704994
7d,3,97,primary,19809723
7d,3,98,primary,19914452
7d,3,99,primary,20019181
7d,3,100,primary,20123910
7d,3,101,primary,20228639
7d,3,102,primary,20333368
7d,3,103,primary,20438097
7d,3,104,primary,20542826
7d,3,105,primary,20647555
7d,3,106,primary,20752284
7d,3,107,primary,20857013
7d,3,108,primary,20961742
7d,3,109,primary,21066471
7d,3,110,primary,21171200
7d,3,111,primary,21275929
7d,3,112,primary,21380658
7d,3,113,primary,21485387
7d,3,114,primary,21590116
7d,3,115,primary,21694845
7d,3,116,primary,21799574
7d,3,117,primary,21904303
7d,3,118,primary,22009032
7d,3,119,primary,22113761
7d,3,120,primary,22218490
7d,3,121,primary,22323219
7d,3,122,primary,22427948
7d,3,123,primary,22532677
7d,3,124,primary,22637406
7d,3,125,primary,22742135
7d,3,126,primary,22846864
7d,3,127,primary,22951593
7d,3,128,primary,23056322
7d,3,129,primary,23161051
7d,3,130,primary,23265780
7d,3,131,primary,23370509
7d,3,132,primary,23475238
7d,3,133,primary,23579967
7d,3,134,primary,23684696
7d,3,135,primary,23789425
7d,3,136,primary,23894154
7d,3,137,primary,23998883
7d,3,138,primary,24103612
7d,3,139,primary,24208341
7d,3,140,primary,24313070
7d,3,141,primary,24417799
7d,3,142,primary,24522528
7d,3,143,primary,24627257
7d,3,144,primary,24731986
7d,3,145,primary,24836715
7d,3,146,primary,24941444
7d,3,147,primary,25046173
7d,3,148,primary,25150902
7d,3,149,primary,25255631
7d,3,150,primary,25360360
7d,3,151,primary,25465089
7d,3,152,primary,25569818
7d,3,153,primary,25674547
7d,3,154,primary,25779276
7d,3,155,primary,25884005
7d,3,156,primary,25988734
7d,3,157,primary,26093463
7d,3,158,primary,26198192
7d,3,159,primary,26302921
7d,3,160,primary,26407650
7d,3,161,primary,26512379
7d,3,162,primary,26617108
7d,3,163,primary,26721837
7d,3,164,primary,26826566
7d,3,165,primary,26931295
7d,3,166,primary,27036024
7d,3,167,primary,27140753
7d,3,168,primary,27245482
7d,3,169,primary,27350211
7d,3,170,primary,27454940
7d,3,171,primary,27559669
7d,3,172,primary,27664398
7d,3,173,primary,27769127
7d,3,174,primary,27873856
7d,3,175,primary,27978585
7d,3,176,primary,28083314
7d,3,177,primary,28188043
7d,3,178,primary,28292772
7d,3,179,primary,28397501
7d,3,180,primary,28502230
7d,3,181,primary,28606959
7d,3,182,primary,28711688
7d,3,183,primary,28816417
7d,3,184,primary,28921146
7d,3,185,primary,29025875
7d,3,186,primary,29130604
7d,3,187,primary,29235333
7d,3,188,primary,29340062
7d,3,189,primary,29444791
7d,3,190,primary,29549520
7d,3,191,primary,29654249
7d,3,192,primary,29758978
7d,3,193,primary,29863707
7d,3,194,primary,29968436
7d,3,195,primary,30073165
7d,3,196,primary,30177894
7d,3,197,primary,30282623
7d,3,198,primary,30387352
7d,3,199,primary,30492081
7d,3,200,primary,30596810
7d,3,201,primary,30701539
7d,3,202,primary,30806268
7d,3,203,primary,30910997
7d,3,204,primary,31015726
7d,3,205,primary,31120455
7d,3,206,primary,31225184
7d,3,207,primary,31329913
7d,3,208,primary,31434642
7d,3,209,primary,31539371
7d,3,210,primary,31644100
7d,3,211,primary,31748829
7d,3,212,primary,31853558
7d,3,213,primary,31958287
7d,3,214,primary,32063016
7d,3,215,primary,32167745
7d,3,216,primary,32272474
7d,3,217,primary,32377203
7d,3,218,primary,32481932
7d,3,219,primary,32586661
7d,3,220,primary,32691390
7d,3,221,primary,32796119
7d,3,222,primary,32900848
7d,3,223,primary,33005577
7d,3,224,primary,33110306
7d,3,225,primary,33215035
7d,3,226,primary,33319764
7d,3,227,primary,33424493
7d,3,228,primary,33529222
7d,3,229,primary,33633951
7d,3,230,primary,33738680
7d,3,231,primary,33843409
7d,3,232,primary,33948138
7d,3,233,primary,34052867
7d,3,234,primary,34157596
7d,3,235,primary,34262325
7d,3,236,primary,34367054
7d,3,237,primary,34471783
7d,3,238,primary,34576512
7d,3,239,primary,34681241
7d,3,240,primary,34785970
7d,3,241,primary,34890699
7d,3,242,primary,34995428
7d,3,243,primary,35100157
7d,3,244,primary,35204886
7d,3,245,primary,35309615
7d,3,246,primary,35414344
7d,3,247,primary,35519073
7d,3,248,primary,35623802
7d,3,249,primary,35728531
7d,3,250,primary,35833260
7d,3,251,primary,35937989
7d,3,252,primary,36042718
7d,3,253,primary,36147447
7d,3,254,primary,36252176
7d,3,255,primary,36356905
7d,3,256,reserve,36461634
7d,3,257,reserve,36566363
7d,3,258,reserve,36671092
7d,3,259,reserve,36775821
7d,3,260,reserve,36880550
7d,3,261,reserve,36985279
7d,3,262,reserve,37090008
7d,3,263,reserve,37194737
7d,3,264,reserve,37299466
7d,3,265,reserve,37404195
7d,3,266,reserve,37508924
7d,3,267,reserve,37613653
7d,3,268,reserve,37718382
7d,3,269,reserve,37823111
7d,3,270,reserve,37927840
7d,3,271,reserve,38032569
7d,3,272,reserve,38137298
7d,3,273,reserve,38242027
7d,3,274,reserve,38346756
7d,3,275,reserve,38451485
7d,3,276,reserve,38556214
7d,3,277,reserve,38660943
7d,3,278,reserve,38765672
7d,3,279,reserve,38870401
7d,3,280,reserve,38975130
7d,3,281,reserve,39079859
7d,3,282,reserve,39184588
7d,3,283,reserve,39289317
7d,3,284,reserve,39394046
7d,3,285,reserve,39498775
7d,3,286,reserve,39603504
7d,3,287,reserve,39708233
7d,3,288,reserve,39812962
7d,3,289,reserve,39917691
7d,3,290,reserve,40022420
7d,3,291,reserve,40127149
7d,3,292,reserve,40231878
7d,3,293,reserve,40336607
7d,3,294,reserve,40441336
7d,3,295,reserve,40546065
7d,3,296,reserve,40650794
7d,3,297,reserve,40755523
7d,3,298,reserve,40860252
7d,3,299,reserve,40964981
7d,3,300,reserve,41069710
7d,3,301,reserve,41174439
7d,3,302,reserve,41279168
7d,3,303,reserve,41383897
7d,3,304,reserve,41488626
7d,3,305,reserve,41593355
7d,3,306,reserve,41698084
7d,3,307,reserve,41802813
7d,3,308,reserve,41907542
7d,3,309,reserve,42012271
7d,3,310,reserve,42117000
7d,3,311,reserve,42221729
7d,3,312,reserve,42326458
7d,3,313,reserve,42431187
7d,3,314,reserve,42535916
7d,3,315,reserve,42640645
7d,3,316,reserve,42745374
7d,3,317,reserve,42850103
7d,3,318,reserve,42954832
7d,3,319,reserve,43059561
7d,4,0,primary,9751013
7d,4,1,primary,9855742
7d,4,2,primary,9960471
7d,4,3,primary,10065200
7d,4,4,primary,10169929
7d,4,5,primary,10274658
7d,4,6,primary,10379387
7d,4,7,primary,10484116
7d,4,8,primary,10588845
7d,4,9,primary,10693574
7d,4,10,primary,10798303
7d,4,11,primary,10903032
7d,4,12,primary,11007761
7d,4,13,primary,11112490
7d,4,14,primary,11217219
7d,4,15,primary,11321948
7d,4,16,primary,11426677
7d,4,17,primary,11531406
7d,4,18,primary,11636135
7d,4,19,primary,11740864
7d,4,20,primary,11845593
7d,4,21,primary,11950322
7d,4,22,primary,12055051
7d,4,23,primary,12159780
7d,4,24,primary,12264509
7d,4,25,primary,12369238
7d,4,26,primary,12473967
7d,4,27,primary,12578696
7d,4,28,primary,12683425
7d,4,29,primary,12788154
7d,4,30,primary,12892883
7d,4,31,primary,12997612
7d,4,32,primary,13102341
7d,4,33,primary,13207070
7d,4,34,primary,13311799
7d,4,35,primary,13416528
7d,4,36,primary,13521257
7d,4,37,primary,13625986
7d,4,38,primary,13730715
7d,4,39,primary,13835444
7d,4,40,primary,13940173
7d,4,41,primary,14044902
7d,4,42,primary,14149631
7d,4,43,primary,14254360
7d,4,44,primary,14359089
7d,4,45,primary,14463818
7d,4,46,primary,14568547
7d,4,47,primary,14673276
7d,4,48,primary,14778005
7d,4,49,primary,14882734
7d,4,50,primary,14987463
7d,4,51,primary,15092192
7d,4,52,primary,15196921
7d,4,53,primary,15301650
7d,4,54,primary,15406379
7d,4,55,primary,15511108
7d,4,56,primary,15615837
7d,4,57,primary,15720566
7d,4,58,primary,15825295
7d,4,59,primary,15930024
7d,4,60,primary,16034753
7d,4,61,primary,16139482
7d,4,62,primary,16244211
7d,4,63,primary,16348940
7d,4,64,primary,16453669
7d,4,65,primary,16558398
7d,4,66,primary,16663127
7d,4,67,primary,16767856
7d,4,68,primary,16872585
7d,4,69,primary,16977314
7d,4,70,primary,17082043
7d,4,71,primary,17186772
7d,4,72,primary,17291501
7d,4,73,primary,17396230
7d,4,74,primary,17500959
7d,4,75,primary,17605688
7d,4,76,primary,17710417
7d,4,77,primary,17815146
7d,4,78,primary,17919875
7d,4,79,primary,18024604
7d,4,80,primary,18129333
7d,4,81,primary,18234062
7d,4,82,primary,18338791
7d,4,83,primary,18443520
7d,4,84,primary,18548249
7d,4,85,primary,18652978
7d,4,86,primary,18757707
7d,4,87,primary,18862436
7d,4,88,primary,18967165
7d,4,89,primary,19071894
7d,4,90,primary,19176623
7d,4,91,primary,19281352
7d,4,92,primary,19386081
7d,4,93,primary,19490810
7d,4,94,primary,19595539
7d,4,95,primary,19700268
7d,4,96,primary,19804997
7d,4,97,primary,19909726
7d,4,98,primary,20014455
7d,4,99,primary,20119184
7d,4,100,primary,20223913
7d,4,101,primary,20328642
7d,4,102,primary,20433371
7d,4,103,primary,20538100
7d,4,104,primary,20642829
7d,4,105,primary,20747558
7d,4,106,primary,20852287
7d,4,107,primary,20957016
7d,4,108,primary,21061745
7d,4,109,primary,21166474
7d,4,110,primary,21271203
7d,4,111,primary,21375932
7d,4,112,primary,21480661
7d,4,113,primary,21585390
7d,4,114,primary,21690119
7d,4,115,primary,21794848
7d,4,116,primary,21899577
7d,4,117,primary,22004306
7d,4,118,primary,22109035
7d,4,119,primary,22213764
7d,4,120,primary,22318493
7d,4,121,primary,22423222
7d,4,122,primary,22527951
7d,4,123,primary,22632680
7d,4,124,primary,22737409
7d,4,125,primary,22842138
7d,4,126,primary,22946867
7d,4,127,primary,23051596
7d,4,128,primary,23156325
7d,4,129,primary,23261054
7d,4,130,primary,23365783
7d,4,131,primary,23470512
7d,4,132,primary,23575241
7d,4,133,primary,23679970
7d,4,134,primary,23784699
7d,4,135,primary,23889428
7d,4,136,primary,23994157
7d,4,137,primary,24098886
7d,4,138,primary,24203615
7d,4,139,primary,24308344
7d,4,140,primary,24413073
7d,4,141,primary,24517802
7d,4,142,primary,24622531
7d,4,143,primary,24727260
7d,4,144,primary,24831989
7d,4,145,primary,24936718
7d,4,146,primary,25041447
7d,4,147,primary,25146176
7d,4,148,primary,25250905
7d,4,149,primary,25355634
7d,4,150,primary,25460363
7d,4,151,primary,25565092
7d,4,152,primary,25669821
7d,4,153,primary,25774550
7d,4,154,primary,25879279
7d,4,155,primary,25984008
7d,4,156,primary,26088737
7d,4,157,primary,26193466
7d,4,158,primary,26298195
7d,4,159,primary,26402924
7d,4,160,primary,26507653
7d,4,161,primary,26612382
7d,4,162,primary,26717111
7d,4,163,primary,26821840
7d,4,164,primary,26926569
7d,4,165,primary,27031298
7d,4,166,primary,27136027
7d,4,167,primary,27240756
7d,4,168,primary,27345485
7d,4,169,primary,27450214
7d,4,170,primary,27554943
7d,4,171,primary,27659672
7d,4,172,primary,27764401
7d,4,173,primary,27869130
7d,4,174,primary,27973859
7d,4,175,primary,28078588
7d,4,176,primary,28183317
7d,4,177,primary,28288046
7d,4,178,primary,28392775
7d,4,179,primary,28497504
7d,4,180,primary,28602233
7d,4,181,primary,28706962
7d,4,182,primary,28811691
7d,4,183,primary,28916420
7d,4,184,primary,29021149
7d,4,185,primary,29125878
7d,4,186,primary,29230607
7d,4,187,primary,29335336
7d,4,188,primary,29440065
7d,4,189,primary,29544794
7d,4,190,primary,29649523
7d,4,191,primary,29754252
7d,4,192,primary,29858981
7d,4,193,primary,29963710
7d,4,194,primary,30068439
7d,4,195,primary,30173168
7d,4,196,primary,30277897
7d,4,197,primary,30382626
7d,4,198,primary,30487355
7d,4,199,primary,30592084
7d,4,200,primary,30696813
7d,4,201,primary,30801542
7d,4,202,primary,30906271
7d,4,203,primary,31011000
7d,4,204,primary,31115729
7d,4,205,primary,31220458
7d,4,206,primary,31325187
7d,4,207,primary,31429916
7d,4,208,primary,31534645
7d,4,209,primary,31639374
7d,4,210,primary,31744103
7d,4,211,primary,31848832
7d,4,212,primary,31953561
7d,4,213,primary,32058290
7d,4,214,primary,32163019
7d,4,215,primary,32267748
7d,4,216,primary,32372477
7d,4,217,primary,32477206
7d,4,218,primary,32581935
7d,4,219,primary,32686664
7d,4,220,primary,32791393
7d,4,221,primary,32896122
7d,4,222,primary,33000851
7d,4,223,primary,33105580
7d,4,224,primary,33210309
7d,4,225,primary,33315038
7d,4,226,primary,33419767
7d,4,227,primary,33524496
7d,4,228,primary,33629225
7d,4,229,primary,33733954
7d,4,230,primary,33838683
7d,4,231,primary,33943412
7d,4,232,primary,34048141
7d,4,233,primary,34152870
7d,4,234,primary,34257599
7d,4,235,primary,34362328
7d,4,236,primary,34467057
7d,4,237,primary,34571786
7d,4,238,primary,34676515
7d,4,239,primary,34781244
7d,4,240,primary,34885973
7d,4,241,primary,34990702
7d,4,242,primary,35095431
7d,4,243,primary,35200160
7d,4,244,primary,35304889
7d,4,245,primary,35409618
7d,4,246,primary,35514347
7d,4,247,primary,35619076
7d,4,248,primary,35723805
7d,4,249,primary,35828534
7d,4,250,primary,35933263
7d,4,251,primary,36037992
7d,4,252,primary,36142721
7d,4,253,primary,36247450
7d,4,254,primary,36352179
7d,4,255,primary,36456908
7d,4,256,reserve,36561637
7d,4,257,reserve,36666366
7d,4,258,reserve,36771095
7d,4,259,reserve,36875824
7d,4,260,reserve,36980553
7d,4,261,reserve,37085282
7d,4,262,reserve,37190011
7d,4,263,reserve,37294740
7d,4,264,reserve,37399469
7d,4,265,reserve,37504198
7d,4,266,reserve,37608927
7d,4,267,reserve,37713656
7d,4,268,reserve,37818385
7d,4,269,reserve,37923114
7d,4,270,reserve,38027843
7d,4,271,reserve,38132572
7d,4,272,reserve,38237301
7d,4,273,reserve,38342030
7d,4,274,reserve,38446759
7d,4,275,reserve,38551488
7d,4,276,reserve,38656217
7d,4,277,reserve,38760946
7d,4,278,reserve,38865675
7d,4,279,reserve,38970404
7d,4,280,reserve,39075133
7d,4,281,reserve,39179862
7d,4,282,reserve,39284591
7d,4,283,reserve,39389320
7d,4,284,reserve,39494049
7d,4,285,reserve,39598778
7d,4,286,reserve,39703507
7d,4,287,reserve,39808236
7d,4,288,reserve,39912965
7d,4,289,reserve,40017694
7d,4,290,reserve,40122423
7d,4,291,reserve,40227152
7d,4,292,reserve,40331881
7d,4,293,reserve,40436610
7d,4,294,reserve,40541339
7d,4,295,reserve,40646068
7d,4,296,reserve,40750797
7d,4,297,reserve,40855526
7d,4,298,reserve,40960255
7d,4,299,reserve,41064984
7d,4,300,reserve,41169713
7d,4,301,reserve,41274442
7d,4,302,reserve,41379171
7d,4,303,reserve,41483900
7d,4,304,reserve,41588629
7d,4,305,reserve,41693358
7d,4,306,reserve,41798087
7d,4,307,reserve,41902816
7d,4,308,reserve,42007545
7d,4,309,reserve,42112274
7d,4,310,reserve,42217003
7d,4,311,reserve,42321732
7d,4,312,reserve,42426461
7d,4,313,reserve,42531190
7d,4,314,reserve,42635919
7d,4,315,reserve,42740648
7d,4,316,reserve,42845377
7d,4,317,reserve,42950106
7d,4,318,reserve,43054835
7d,4,319,reserve,43159564
7d,5,0,primary,9851016
7d,5,1,primary,9955745
7d,5,2,primary,10060474
7d,5,3,primary,10165203
7d,5,4,primary,10269932
7d,5,5,primary,10374661
7d,5,6,primary,10479390
7d,5,7,primary,10584119
7d,5,8,primary,10688848
7d,5,9,primary,10793577
7d,5,10,primary,10898306
7d,5,11,primary,11003035
7d,5,12,primary,11107764
7d,5,13,primary,11212493
7d,5,14,primary,11317222
7d,5,15,primary,11421951
7d,5,16,primary,11526680
7d,5,17,primary,11631409
7d,5,18,primary,11736138
7d,5,19,primary,11840867
7d,5,20,primary,11945596
7d,5,21,primary,12050325
7d,5,22,primary,12155054
7d,5,23,primary,12259783
7d,5,24,primary,12364512
7d,5,25,primary,12469241
7d,5,26,primary,12573970
7d,5,27,primary,12678699
7d,5,28,primary,12783428
7d,5,29,primary,12888157
7d,5,30,primary,12992886
7d,5,31,primary,13097615
7d,5,32,primary,13202344
7d,5,33,primary,13307073
7d,5,34,primary,13411802
7d,5,35,primary,13516531
7d,5,36,primary,13621260
7d,5,37,primary,13725989
7d,5,38,primary,13830718
7d,5,39,primary,13935447
7d,5,40,primary,14040176
7d,5,41,primary,14144905
7d,5,42,primary,14249634
7d,5,43,primary,14354363
7d,5,44,primary,14459092
7d,5,45,primary,14563821
7d,5,46,primary,14668550
7d,5,47,primary,14773279
7d,5,48,primary,14878008
7d,5,49,primary,14982737
7d,5,50,primary,15087466
7d,5,51,primary,15192195
7d,5,52,primary,15296924
7d,5,53,primary,15401653
7d,5,54,primary,15506382
7d,5,55,primary,15611111
7d,5,56,primary,15715840
7d,5,57,primary,15820569
7d,5,58,primary,15925298
7d,5,59,primary,16030027
7d,5,60,primary,16134756
7d,5,61,primary,16239485
7d,5,62,primary,16344214
7d,5,63,primary,16448943
7d,5,64,primary,16553672
7d,5,65,primary,16658401
7d,5,66,primary,16763130
7d,5,67,primary,16867859
7d,5,68,primary,16972588
7d,5,69,primary,17077317
7d,5,70,primary,17182046
